32,81,351 X SYNTH LEAD 3,DSP,4
37,80,352 X SYNTH LEAD 4,,4
33,81,353 X SYNTH LEAD 5,,4
6,80,354 X SYNTH LEAD 6,,4
3,80,355 VA SYNTH 1,,4
4,80,356 VA SYNTH 2,,4
5,80,357 VA SYNTH 3,,4
10,81,358 VA SYNTH SEQ-BASS 1,,4
11,81,359 VA SYNTH SEQ-BASS 2,,4
12,81,360 VA SYNTH SEQ-BASS 3,,3
13,81,361 VA SYNTH SEQUENCE 1,,3
14,81,362 VA SYNTH SEQUENCE 2,,4
8,96,363 EDM KICK & BASS,,4
36,96,364 EDM LEAD SYNTH,,4
10,97,365 EDM PER SYNTH,,4
9,96,366 EDM LAZER 1,,4
10,96,367 EDM LAZER 2,,4
11,96,368 EDM THEME SYNTH 1,,4
34,96,369 EDM THEME SYNTH 2,,4
8,97,370 EDM THEME HIT,,4
12,96,371 EDM BRASS HIT,,5
9,97,372 EDM BASS,,3
13,96,373 EDM SE BEND,,4
14,96,374 EDM SE VOX SYNTH,,4
15,96,375 EDM SE WHITE,,4
35,96,376 EDM SE,,4
1,81,377 SAW LEAD 1,,4
2,81,378 SAW LEAD 2,DSP,4
3,81,379 SAW LEAD 3,,4
4,81,380 MELLOW SAW LEAD,,4
5,81,381 PULSE SAW LEAD,,4
6,81,382 TRANCE LEAD,,4
34,81,383 SS LEAD,,4
32,80,384 SQUARE LEAD 1,,4
41,80,385 SQUARE LEAD 2,DSP,4
1,80,386 SLOW SQUARE LEAD,,4
42,80,387 PHASER SQUARE LEAD,DSP,4
33,80,388 PULSE LEAD 1,,4
43,80,389 PULSE LEAD 2,,4
34,80,390 SQUARE PULSE LEAD,,4
2,80,391 SINE LEAD,,4
44,80,392 VELO.SINE LEAD,,4
8,80,393 SYNTH SEQUENCE,,4
15,81,394 SEQUENCE SAW,,4
7,80,395 SEQUENCE SINE,,4
9,80,396 8BIT ARPEGGIO 1,,4
45,80,397 8BIT ARPEGGIO 2,,4
35,80,398 8BIT WAVE,,4
8,81,399 SAW ARPEGGIO 1,,4
9,81,400 SAW ARPEGGIO 2,,4
48,81,401 DSP MODULATED LEAD 1,DSP,4
49,81,402 DSP MODULATED LEAD 2,DSP,4
50,81,403 DSP MODULATED LEAD 3,DSP,4
32,82,404 VENT LEAD,,4
32,85,405 CHURCH LEAD,,4
34,85,406 DOUBLE VOICE LEAD,,4
1,85,407 SYNTH-VOICE LEAD,,4
32,86,408 FIFTH LEAD,,4
33,86,409 FIFTH SAW LEAD,,4
34,86,410 FIFTH SQUARE LEAD,,4
35,86,411 FOURTH LEAD,,4
36,86,412 SEVENTH SEQUENCE,,4
32,87,413 BASS+LEAD,,4
33,87,414 SYNTH-BASS+LEAD,,4
34,87,415 REED LEAD,,4
41,81,416 G FUNK LEAD,,4
39,80,417 HOP LEAD,,4
40,80,418 HIP LEAD,,4
35,81,419 WIRE LEAD,,4
36,81,420 FIRE WIRE,,4
32,51,421 SYNTH-STRINGS 1,DSP,4
33,51,422 DIGITAL SYNTH-STR.1,DSP,4
4,88,423 PROGRESSIVE VOICE,DSP,4
6,90,424 SUPER SAW PAD,,4
5,88,425 OLD TAPE PAD,DSP,4
33,88,426 FANTASIA,DSP,4
32,88,427 XENON PAD,DSP,4
33,97,428 HOUSE CHORD PAD,DSP,4
36,90,429 DSP MODULATED PAD 1,DSP,4
37,90,430 DSP MODULATED PAD 2,DSP,4
38,90,431 DSP MODULATED PAD 3,DSP,4
32,90,432 X SYNTH PAD 1,DSP,4
33,90,433 X SYNTH PAD 2,DSP,4
34,90,434 X SYNTH PAD 3,,4
1,50,435 SYNTH-STRINGS 2,,4
2,50,436 SYNTH-STRINGS 3,,4
3,50,437 70’S SYNTH-STR.1,,4
32,50,438 70’S SYNTH-STR.2,,4
33,50,439 80’S SYNTH-STR.1,,4
34,50,440 80’S SYNTH-STR.2,,4
4,50,441 DIGITAL SYNTH-STR.2,DSP,4
5,50,442 FAST SYNTH-STRINGS,,4
35,50,443 SLOW SYNTH-STRINGS,,4
35,51,444 OCTAVE SYNTH-STRINGS,,4
1,88,445 FANTASY,,4
2,88,446 NEW AGE,,4
1,89,447 WARM PAD,,4
2,89,448 FAT SAW PAD,,4
3,89,449 SOFT PAD,,4
35,90,450 POLYSYNTH PAD,DSP,4
1,90,451 SYNTH-PAD,,4
2,90,452 VA SYNTH-PAD,DSP,4
3,90,453 POLY SAW,,4
4,90,454 BRIGHT SAW PAD 1,,4
5,90,455 BRIGHT SAW PAD 2,,4
32,92,456 GLASS PAD,,4
33,92,457 BOTTLE PAD,,4
32,93,458 ETHNIC PAD,,4
1,95,459 SWEEP PAD,,4
32,96,460 WOOD PAD,,4
1,97,461 SOUND TRACK,,4
32,98,462 VIBRAPHONE BELL,,4
1,99,463 ATMOSPHERE PAD,,4
32,99,464 STEEL PAD,,4
1,100,465 BRIGHTNESS,,4
2,100,466 BRIGHT BELL PAD,,4
1,103,467 SPACE PAD,,4
3,88,468 EDM PAD,DSP,4
34,52,469 DSP MODULATED VOICE 1,DSP,4
35,52,470 DSP MODULATED VOICE 2,DSP,4
37,52,471 DSP MODULATED VOICE 3,DSP,4
1,52,472 CHOIR AAHS,,4
33,52,473 STRINGS VOICE,,4
32,52,474 SLOW CHOIR,,4
32,53,475 VOICE DOO,,4
33,53,476 VOICE UUH,,4
1,54,477 SYNTH-VOICE 1,,4
36,52,478 SYNTH-VOICE 2,,4
2,54,479 VOICE ENSEMBLE,,4
32,54,480 SYNTH-VOICE PAD,,4
32,89,481 WARM VOX,,4
32,91,482 SPACE CHOIR,,4
33,91,483 STAR VOICE,DSP,4
32,102,484 ECHO VOICE,,4
32,104,485 SITAR 1,,4
1,104,486 SITAR 2,,4
33,104,487 SITAR 3,,4
34,104,488 SITAR PAD,,4
2,104,489 TANPURA 1,,4
35,104,490 TANPURA 2,,4
32,20,491 HARMONIUM 1,,4
1,20,492 HARMONIUM 2,,4
1,15,493 SANTUR 1,,4
32,15,494 SANTUR 2,,4
10,105,495 SAROD 1,,4
41,105,496 SAROD 2,,4
8,110,497 SARANGI 1,,4
43,110,498 SARANGI 2,,4
36,104,499 VEENA 1,,4
37,104,500 VEENA 2,,4
1,111,501 SHANAI,,4
9,72,502 BANSURI,,4
8,111,503 PUNGI,,4
41,116,504 TABLA,,4
40,12,505 ANGKLUNG TREM.,,4
40,11,506 GENDER,,4
12,25,507 CAK,,4
40,24,508 CUK,,4
12,32,509 CELLO FINGERED,,3
40,46,510 SASANDO,,4
40,77,511 SHORT SULING,,4
41,77,512 SULING BAMBOO 1,,5
43,77,513 SALUANG,,4
42,77,514 SULING BAMBOO 2,,4
11,105,515 OUD 1,,4
42,105,516 OUD 2,,4
4,15,517 SAZ,,4
5,15,518 KANUN 1,,4
33,15,519 KANUN 2,,4
43,105,520 BOUZOUKI,,4
44,105,521 RABAB,,4
44,110,522 KEMENCHE,,4
10,72,523 NEY 1,,4
41,72,524 NEY 2,,4
9,111,525 ZURNA,,4
7,16,526 ARABIC ORGAN,,4
7,48,527 ARABIC STRINGS,,4
9,110,528 ER HU 1,,4
40,110,529 ER HU 2,,4
41,110,530 ER HU 3,,4
42,110,531 ER HU 4,,4
2,15,532 YANG QIN 1,,4
3,15,533 YANG QIN 2,,4
34,15,534 YANG QIN 3,,4
8,107,535 ZHENG 1,,4
40,107,536 ZHENG 2,,4
8,105,537 PI PA 1,,4
9,105,538 PI PA 2,,4
40,105,539 PI PA 3,,4
33,46,540 CHINESE HARP,,4
8,72,541 DI ZI 1,,4
40,72,542 DI ZI 2,,4
8,77,543 XIAO,,4
8,109,544 SHENG 1,,4
40,109,545 SHENG 2,,4
10,111,546 SUO NA 1,,4
32,111,547 SUO NA 2,DSP,4
38,104,548 CAVAQUINHO,,4
39,104,549 VIOLA CAIPIRA,,4
40,104,550 BERIMBAU,,4
40,116,551 PANDEIRO,,4
32,105,552 BANJO,,4
1,105,553 MUTE BANJO,,4
1,114,554 STEEL DRUMS,,4
32,110,555 FIDDLE 1,,4
32,106,556 SHAMISEN,,4
32,107,557 KOTO,,4
32,108,558 THUMB PIANO,,4
32,109,559 BAGPIPE,,4
33,110,560 FIDDLE 2,,4
0,0,561 GM PIANO 1,,4
0,1,562 GM PIANO 2,,4
0,2,563 GM ELEC.GRAND PIANO,,4
0,3,564 GM HONKY-TONK,,4
0,4,565 GM E.PIANO 1,,4
0,5,566 GM E.PIANO 2,,4
0,6,567 GM HARPSICHORD,,4
0,7,568 GM CLAVI,,4
0,8,569 GM CELESTA,,4
0,9,570 GM GLOCKENSPIEL,,4
0,10,571 GM MUSIC BOX,,4
0,11,572 GM VIBRAPHONE,,4
0,12,573 GM MARIMBA,,4
0,13,574 GM XYLOPHONE,,4
0,14,575 GM TUBULAR BELL,,4
0,15,576 GM DULCIMER,,4
0,16,577 GM ORGAN 1,,4
0,17,578 GM ORGAN 2,,4
0,18,579 GM ORGAN 3,,4
0,19,580 GM PIPE ORGAN,,4
0,20,581 GM REED ORGAN,,4
0,21,582 GM ACCORDION,,4
0,22,583 GM HARMONICA,,4
0,23,584 GM BANDONEON,,4
0,24,585 GM NYLON STR.GUITAR,,4
0,25,586 GM STEEL STR.GUITAR,,4
0,26,587 GM JAZZ GUITAR,,4
0,27,588 GM CLEAN GUITAR,,4
0,28,589 GM MUTE GUITAR,,4
0,29,590 GM OVERDRIVE GT,,4
0,30,591 GM DISTORTION GT,,4
0,31,592 GM GT HARMONICS,,4
0,32,593 GM ACOUSTIC BASS,,4
0,33,594 GM FINGERED BASS,,4
0,34,595 GM PICKED BASS,,4
0,35,596 GM FRETLESS BASS,,4
0,36,597 GM SLAP BASS 1,,4
0,37,598 GM SLAP BASS 2,,4
0,38,599 GM SYNTH-BASS 1,,4
0,39,600 GM SYNTH-BASS 2,,4
0,40,601 GM VIOLIN,,4
0,41,602 GM VIOLA,,4
0,42,603 GM CELLO,,4
0,43,604 GM CONTRABASS,,4
0,44,605 GM TREMOLO STRINGS,,4
0,45,606 GM PIZZICATO,,4
0,46,607 GM HARP,,4
0,47,608 GM TIMPANI,,4
0,48,609 GM STRINGS 1,,4
0,49,610 GM STRINGS 2,,4
0,50,611 GM SYNTH-STRINGS 1,,4
0,51,612 GM SYNTH-STRINGS 2,,4
0,52,613 GM CHOIR AAHS,,4
0,53,614 GM VOICE DOO,,4
0,54,615 GM SYNTH-VOICE,,4
0,55,616 GM ORCHESTRA HIT,,4
0,56,617 GM TRUMPET,,4
0,57,618 GM TROMBONE,,4
0,58,619 GM TUBA,,4
0,59,620 GM MUTE TRUMPET,,4
